image,mask,text,label,coord
/disk/SYZ/Pelvicdata/left_hip/source/left_hip_s0324.nii.gz,/disk/SYZ/Pelvicdata/left_hip/label/left_hip_s0324.nii.gz,"The left lateral pelvic wall is composed of the ilium, pubis, and ischium, which unite to create the left hip bone.",1,"[-0.178,0.2328,-0.7373]"
/disk/SYZ/Pelvicdata/left_hip/source/left_hip_s0325.nii.gz,/disk/SYZ/Pelvicdata/left_hip/label/left_hip_s0325.nii.gz,"The left hip bone's iliac section is wide, and its upper border creates the iliac crest, a key anatomical landmark.",1,"[-0.2905,0.392,0.3156]"
/disk/SYZ/Pelvicdata/left_hip/source/left_hip_s0327.nii.gz,/disk/SYZ/Pelvicdata/left_hip/label/left_hip_s0327.nii.gz,"Located anteriorly, the pubic portion of the left hip bone contributes to the pubic symphysis, linking the two pubic bones.",1,"[-0.3249,0.3043,0.3485]"
/disk/SYZ/Pelvicdata/left_hip/source/left_hip_s0329.nii.gz,/disk/SYZ/Pelvicdata/left_hip/label/left_hip_s0329.nii.gz,"The left hip bone's ischial region lies at the back and bottom, with its tuberosity functioning as the primary load-bearing surface in sitting.",1,"[-0.2233,0.3558,0.2692]"
/disk/SYZ/Pelvicdata/left_hip/source/left_hip_s0332.nii.gz,/disk/SYZ/Pelvicdata/left_hip/label/left_hip_s0332.nii.gz,"On the lateral aspect of the left hip bone, the acetabulum forms a deep socket that articulates with the femoral head, creating the hip joint.",1,"[-0.2519,0.2881,0.3266]"
/disk/SYZ/Pelvicdata/left_hip/source/left_hip_s0334.nii.gz,/disk/SYZ/Pelvicdata/left_hip/label/left_hip_s0334.nii.gz,"The left acetabulum, formed by the fusion of ilium, pubis and ischium, exhibits a sophisticated anatomical architecture.",1,"[-0.2291,-0.6673,0.3571]"
/disk/SYZ/Pelvicdata/left_hip/source/left_hip_s0339.nii.gz,/disk/SYZ/Pelvicdata/left_hip/label/left_hip_s0339.nii.gz,The smooth medial surface of the left hip bone contributes to the pelvic cavity wall and provides support for the pelvic organs.,1,"[-0.2424,-0.2023,-0.1846]"
/disk/SYZ/Pelvicdata/left_hip/source/left_hip_s0341.nii.gz,/disk/SYZ/Pelvicdata/left_hip/label/left_hip_s0341.nii.gz,"The left hip bone's iliac wing projects outward, serving as an attachment point for several muscles.",1,"[-0.1925,-0.8327,-0.4365]"
/disk/SYZ/Pelvicdata/left_hip/source/left_hip_s0342.nii.gz,/disk/SYZ/Pelvicdata/left_hip/label/left_hip_s0342.nii.gz,"The superior and inferior branches of the pubis constitute the structural foundation of the left pubic bone, aiding in maintaining pelvic stability.",1,"[-0.2665,-0.576,0.6719]"
/disk/SYZ/Pelvicdata/left_hip/source/left_hip_s0344.nii.gz,/disk/SYZ/Pelvicdata/left_hip/label/left_hip_s0344.nii.gz,The left hip bone's greater and lesser sciatic notches function as critical neurovascular passageways and key anatomical reference points.,1,"[-0.262,0.3009,-0.3372]"
/disk/SYZ/Pelvicdata/left_hip/source/left_hip_s0345.nii.gz,/disk/SYZ/Pelvicdata/left_hip/label/left_hip_s0345.nii.gz,"The left hip bone's ASIS projects forward from the iliac crest, serving dual roles as a topographic landmark and tendinous attachment area.",1,"[-0.3223,0.6975,-0.6962]"
/disk/SYZ/Pelvicdata/left_hip/source/left_hip_s0350.nii.gz,/disk/SYZ/Pelvicdata/left_hip/label/left_hip_s0350.nii.gz,"The left hip's pubic segment is structurally defined by its superior and inferior rami, which work together to provide essential support for pelvic stability.",1,"[-0.1316,0.3626,0.2791]"
/disk/SYZ/Pelvicdata/left_hip/source/left_hip_s0355.nii.gz,/disk/SYZ/Pelvicdata/left_hip/label/left_hip_s0355.nii.gz,The pubic symphysis surface of the left hip bone is smooth and forms a fibrocartilaginous joint with the opposite pubis.,1,"[-0.2917,-0.707,-0.371]"
/disk/SYZ/Pelvicdata/left_hip/source/left_hip_s0358.nii.gz,/disk/SYZ/Pelvicdata/left_hip/label/left_hip_s0358.nii.gz,The left ischial tuberosity forms a robust posteroinferior projection that bears the majority of body weight in seated positions.,1,"[-0.1648,0.3798,-0.2108]"
/disk/SYZ/Pelvicdata/left_hip/source/left_hip_s0362.nii.gz,/disk/SYZ/Pelvicdata/left_hip/label/left_hip_s0362.nii.gz,"The pubic symphysis surface of the left hip bone forms part of the anterior pelvic wall, offering support to the pelvic organs.",1,"[-0.258,0.336,0.2318]"
/disk/SYZ/Pelvicdata/left_hip/source/left_hip_s0366.nii.gz,/disk/SYZ/Pelvicdata/left_hip/label/left_hip_s0366.nii.gz,"In axial plane CT scans, the left hip's acetabular cavity displays its normal concave architecture, maintaining excellent congruity with the femoral head.",1,"[-0.2283,-0.7388,0.4671]"
/disk/SYZ/Pelvicdata/left_hip/source/left_hip_s0369.nii.gz,/disk/SYZ/Pelvicdata/left_hip/label/left_hip_s0369.nii.gz,Coronal CT reconstructions demonstrate the anterior-posterior alignment of the left iliac wing relative to the pubic symphysis.,1,"[-0.1888,0.2984,-0.0003]"
/disk/SYZ/Pelvicdata/left_hip/source/left_hip_s0370.nii.gz,/disk/SYZ/Pelvicdata/left_hip/label/left_hip_s0370.nii.gz,The sagittal CT reconstructions clearly demonstrate both the anterior and posterior acetabular walls along with the columnar structures of the left hip bone.,1,"[-0.2984,-0.2012,-0.4052]"
/disk/SYZ/Pelvicdata/left_hip/source/left_hip_s0375.nii.gz,/disk/SYZ/Pelvicdata/left_hip/label/left_hip_s0375.nii.gz,"CT imaging demonstrates a congruous articular interface between the left acetabulum and femoral head, with maintained joint space and smooth subchondral bone margins.",1,"[-0.2562,0.2512,-0.0464]"
/disk/SYZ/Pelvicdata/left_hip/source/left_hip_s0381.nii.gz,/disk/SYZ/Pelvicdata/left_hip/label/left_hip_s0381.nii.gz,"Axial views show the left iliac bone's fan-shaped lateral extension, which shapes the corresponding pelvic wall.",1,"[-0.1955,0.3153,0.3207]"
/disk/SYZ/Pelvicdata/left_hip/source/left_hip_s0383.nii.gz,/disk/SYZ/Pelvicdata/left_hip/label/left_hip_s0383.nii.gz,"The pubic symphysis surface of the left hip bone is smooth on CT, creating a fibrocartilaginous articulation with the contralateral pubis.",1,"[-0.214,0.3477,0.2188]"
/disk/SYZ/Pelvicdata/left_hip/source/left_hip_s0390.nii.gz,/disk/SYZ/Pelvicdata/left_hip/label/left_hip_s0390.nii.gz,"CT imaging reveals the increased bone density at the left ischial tuberosity, the primary weight-bearing structure in seated posture.",1,"[-0.2171,-0.8366,-0.2066]"
/disk/SYZ/Pelvicdata/left_hip/source/left_hip_s0401.nii.gz,/disk/SYZ/Pelvicdata/left_hip/label/left_hip_s0401.nii.gz,"CT imaging demonstrates asymmetric cortical thickness in the left acetabulum, with the posterior wall exhibiting greater osseous thickness compared to the anterior wall, contributing to enhanced joint stability.",1,"[-0.1951,-0.6944,-0.3452]"
/disk/SYZ/Pelvicdata/left_hip/source/left_hip_s0402.nii.gz,/disk/SYZ/Pelvicdata/left_hip/label/left_hip_s0402.nii.gz,"CT imaging clearly demonstrates the spatial relationship among the ilium, pubis, and ischium in the left hemipelvis.",1,"[-0.2891,0.3157,0.3007]"
/disk/SYZ/Pelvicdata/left_hip/source/left_hip_s0403.nii.gz,/disk/SYZ/Pelvicdata/left_hip/label/left_hip_s0403.nii.gz,CT imaging demonstrates the regular contour of the left hemipelvis' medial aspect projecting into the pelvic space.,1,"[-0.3037,-0.7898,-0.2394]"
/disk/SYZ/Pelvicdata/left_hip/source/left_hip_s0406.nii.gz,/disk/SYZ/Pelvicdata/left_hip/label/left_hip_s0406.nii.gz,"Anatomically, the left hip bone forms through the fusion of ilium, ischium, and pubis, with their junction contributing to the acetabulum.",1,"[-0.1447,-0.6389,0.322]"
/disk/SYZ/Pelvicdata/left_hip/source/left_hip_s0408.nii.gz,/disk/SYZ/Pelvicdata/left_hip/label/left_hip_s0408.nii.gz,The fan-shaped ilium constitutes the superior portion of the left coxal bone and helps form the lateral pelvic wall.,1,"[-0.2783,0.2796,0.2469]"
/disk/SYZ/Pelvicdata/left_hip/source/left_hip_s0416.nii.gz,/disk/SYZ/Pelvicdata/left_hip/label/left_hip_s0416.nii.gz,"The left os coxae forms a synovial articulation with the sacrum through its auricular surface, demonstrating a clear joint space on computed tomography.",1,"[-0.2136,-0.7585,-0.2439]"
/disk/SYZ/Pelvicdata/left_hip/source/left_hip_s0423.nii.gz,/disk/SYZ/Pelvicdata/left_hip/label/left_hip_s0423.nii.gz,CT imaging reveals that the articular surface of the left hip bone and femoral head is half-moon-shaped and exhibits uniform subchondral bone density.,1,"[-0.244,0.3473,0.295]"
/disk/SYZ/Pelvicdata/left_hip/source/left_hip_s0426.nii.gz,/disk/SYZ/Pelvicdata/left_hip/label/left_hip_s0426.nii.gz,"CT 3D volume rendering provides complete visualization of the left hip bone's complex, irregular flat bone morphology.",1,"[-0.2536,0.3274,0.0893]"
/disk/SYZ/Pelvicdata/left_hip/source/left_hip_s0429.nii.gz,/disk/SYZ/Pelvicdata/left_hip/label/left_hip_s0429.nii.gz,"Formed by the fusion of the ilium, ischium, and pubis, the left hip bone is a key component of the pelvis.",1,"[-0.2269,0.3159,0.2675]"
/disk/SYZ/Pelvicdata/left_hip/source/left_hip_s0440.nii.gz,/disk/SYZ/Pelvicdata/left_hip/label/left_hip_s0440.nii.gz,"The irregularly shaped left hip bone contributes to the formation of the anterior, lateral, and posterior walls of the pelvis.",1,"[-0.2524,0.2694,0.2254]"
/disk/SYZ/Pelvicdata/left_hip/source/left_hip_s0441.nii.gz,/disk/SYZ/Pelvicdata/left_hip/label/left_hip_s0441.nii.gz,The left hip bone is divided into the ilium in the upper part and the ischium and pubis in the lower part.,1,"[-0.2172,-0.2882,-0.2641]"
/disk/SYZ/Pelvicdata/left_hip/source/left_hip_s0442.nii.gz,/disk/SYZ/Pelvicdata/left_hip/label/left_hip_s0442.nii.gz,"The left iliac bone exhibits a broad, wing-like expansion known as the iliac wing.",1,"[-0.2403,0.337,-0.7487]"
/disk/SYZ/Pelvicdata/left_hip/source/left_hip_s0446.nii.gz,/disk/SYZ/Pelvicdata/left_hip/label/left_hip_s0446.nii.gz,"The iliac crest, which is the upper border of the left iliac bone, serves as an important bony landmark.",1,"[-0.187,0.2843,0.3673]"
/disk/SYZ/Pelvicdata/left_hip/source/left_hip_s0447.nii.gz,/disk/SYZ/Pelvicdata/left_hip/label/left_hip_s0447.nii.gz,The left iliac bone features both anterior superior and anterior inferior iliac spines on its anterior portion.,1,"[-0.2466,0.328,0.2573]"
/disk/SYZ/Pelvicdata/left_hip/source/left_hip_s0450.nii.gz,/disk/SYZ/Pelvicdata/left_hip/label/left_hip_s0450.nii.gz,The posterior superior and inferior iliac spines are located on the posterior aspect of the left iliac bone.,1,"[-0.207,0.3216,0.9275]"
/disk/SYZ/Pelvicdata/left_hip/source/left_hip_s0456.nii.gz,/disk/SYZ/Pelvicdata/left_hip/label/left_hip_s0456.nii.gz,"The left ilium's gluteal surface, located laterally, is organized by three muscular attachment lines: anterior, middle, and posterior.",1,"[-0.233,0.3117,0.2686]"
/disk/SYZ/Pelvicdata/left_hip/source/left_hip_s0461.nii.gz,/disk/SYZ/Pelvicdata/left_hip/label/left_hip_s0461.nii.gz,The left ischium consists of two main components: the ischial body and the ischial ramus,1,"[-0.1739,0.2969,0.2722]"
/disk/SYZ/Pelvicdata/left_hip/source/left_hip_s0467.nii.gz,/disk/SYZ/Pelvicdata/left_hip/label/left_hip_s0467.nii.gz,"The left hip joint is formed where the femoral head meets the acetabulum, which lies at the ilium-ischium-pubis junction.",1,"[-0.2145,0.3463,0.3634]"
/disk/SYZ/Pelvicdata/left_hip/source/left_hip_s0468.nii.gz,/disk/SYZ/Pelvicdata/left_hip/label/left_hip_s0468.nii.gz,The left hip bone demonstrates continuity between its ischial and pubic components via the ischial ramus's anterior junction with the inferior pubic ramus.,1,"[-0.2237,-0.6818,-0.4242]"
/disk/SYZ/Pelvicdata/left_hip/source/left_hip_s0472.nii.gz,/disk/SYZ/Pelvicdata/left_hip/label/left_hip_s0472.nii.gz,The left pubis consists of the pubic body and the pubic ramus.,1,"[-0.2637,0.3788,-0.3698]"
/disk/SYZ/Pelvicdata/left_hip/source/left_hip_s0473.nii.gz,/disk/SYZ/Pelvicdata/left_hip/label/left_hip_s0473.nii.gz,The pubic symphysis is where the pubic body of the left hip bone connects with the right pubic body.,1,"[-0.1765,0.2368,-0.427]"
/disk/SYZ/Pelvicdata/left_hip/source/left_hip_s0476.nii.gz,/disk/SYZ/Pelvicdata/left_hip/label/left_hip_s0476.nii.gz,"The left superior pubic ramus joins the ischial ramus, forming the inferior boundary of the obturator foramen.",1,"[-0.2331,0.404,0.2902]"
/disk/SYZ/Pelvicdata/left_hip/source/left_hip_s0477.nii.gz,/disk/SYZ/Pelvicdata/left_hip/label/left_hip_s0477.nii.gz,"The left obturator foramen, created by the ischium and pubis, has a triangular or oval shape",1,"[-0.1561,0.2978,0.6255]"
/disk/SYZ/Pelvicdata/left_hip/source/left_hip_s0483.nii.gz,/disk/SYZ/Pelvicdata/left_hip/label/left_hip_s0483.nii.gz,The left ilium forms a synovial articulation with the sacrum through the sacroiliac joint.,1,"[-0.3954,0.3323,0.2423]"
/disk/SYZ/Pelvicdata/left_hip/source/left_hip_s0484.nii.gz,/disk/SYZ/Pelvicdata/left_hip/label/left_hip_s0484.nii.gz,"The hip joint is established through the articulation between the femoral head and the left acetabulum, which occupies the intersection of ilium, ischium and pubis.",1,"[-0.2475,0.261,0.8232]"
/disk/SYZ/Pelvicdata/left_hip/source/left_hip_s0495.nii.gz,/disk/SYZ/Pelvicdata/left_hip/label/left_hip_s0495.nii.gz,The left hip bone's acetabulum features a labrum that enhances socket depth.,1,"[-0.1948,-0.1995,-0.2683]"
/disk/SYZ/Pelvicdata/left_hip/source/left_hip_s0500.nii.gz,/disk/SYZ/Pelvicdata/left_hip/label/left_hip_s0500.nii.gz,The left acetabulum features an inferior acetabular notch that allows passage for neurovascular structures.,1,"[-0.262,0.359,-0.6152]"
/disk/SYZ/Pelvicdata/left_hip/source/left_hip_s0502.nii.gz,/disk/SYZ/Pelvicdata/left_hip/label/left_hip_s0502.nii.gz,"Axial CT images reveal the regions of fusion between the ilium, ischium, and pubis in the left hip bone.",1,"[-0.2232,-0.7231,-0.3823]"
/disk/SYZ/Pelvicdata/left_hip/source/left_hip_s0505.nii.gz,/disk/SYZ/Pelvicdata/left_hip/label/left_hip_s0505.nii.gz,Sagittal CT reconstructions delineate the characteristic curvilinear morphology of the left iliac crest superiorly and the robust protuberance of the ischial tuberosity inferiorly.,1,"[-0.2136,0.356,0.369]"
/disk/SYZ/Pelvicdata/left_hip/source/left_hip_s0506.nii.gz,/disk/SYZ/Pelvicdata/left_hip/label/left_hip_s0506.nii.gz,Coronal CT images depict the articulation between the acetabulum of the left hip bone and the femoral head.,1,"[-0.3949,0.3274,0.3268]"
/disk/SYZ/Pelvicdata/left_hip/source/left_hip_s0507.nii.gz,/disk/SYZ/Pelvicdata/left_hip/label/left_hip_s0507.nii.gz,"On CT scans, the iliac wing of the left hip bone is visualized as a high-density shadow with a fan-like shape.",1,"[-0.3223,0.3199,0.3181]"
/disk/SYZ/Pelvicdata/left_hip/source/left_hip_s0509.nii.gz,/disk/SYZ/Pelvicdata/left_hip/label/left_hip_s0509.nii.gz,The overall morphology and bony landmarks of the left hip bone are clearly depicted by 3D CT reconstruction.,1,"[-0.5171,0.4603,-0.4033]"
/disk/SYZ/Pelvicdata/left_hip/source/left_hip_s0513.nii.gz,/disk/SYZ/Pelvicdata/left_hip/label/left_hip_s0513.nii.gz,The anterior and posterior superior iliac spines of the left hip are visualized on CT as distinct high-attenuation anatomical landmarks.,1,"[-0.25,0.402,0.963]"
/disk/SYZ/Pelvicdata/left_hip/source/left_hip_s0516.nii.gz,/disk/SYZ/Pelvicdata/left_hip/label/left_hip_s0516.nii.gz,Axial CT images depict the left obturator foramen as a region of low density encircled by high-density cortical bone??,1,"[-0.2856,0.3105,0.5757]"
/disk/SYZ/Pelvicdata/left_hip/source/left_hip_s0519.nii.gz,/disk/SYZ/Pelvicdata/left_hip/label/left_hip_s0519.nii.gz,"On sagittal CT images, the connection between the ischial ramus and pubic ramus of the left hip bone is clearly visible.",1,"[-0.1612,0.2739,0.2696]"
/disk/SYZ/Pelvicdata/left_hip/source/left_hip_s0529.nii.gz,/disk/SYZ/Pelvicdata/left_hip/label/left_hip_s0529.nii.gz,"CT imaging reveals the left iliac fossa as a smooth, concave region of decreased radiodensity.",1,"[-0.134,0.2604,0.0568]"
/disk/SYZ/Pelvicdata/left_hip/source/left_hip_s0536.nii.gz,/disk/SYZ/Pelvicdata/left_hip/label/left_hip_s0536.nii.gz,"On CT images, the ischial tuberosity of the left hip bone is visualized as a high-density protrusion",1,"[-0.3103,0.3023,-0.3461]"
/disk/SYZ/Pelvicdata/left_hip/source/left_hip_s0541.nii.gz,/disk/SYZ/Pelvicdata/left_hip/label/left_hip_s0541.nii.gz,The sacroiliac joint space of the left hip bone is displayed in coronal CT images.,1,"[-0.2412,0.3417,-0.6321]"
/disk/SYZ/Pelvicdata/left_hip/source/left_hip_s0542.nii.gz,/disk/SYZ/Pelvicdata/left_hip/label/left_hip_s0542.nii.gz,The left hemipelvis displays well-defined morphological features and characteristic bony prominences on CT scans.,1,"[-0.2578,0.3041,-0.3761]"
/disk/SYZ/Pelvicdata/left_hip/source/left_hip_s0543.nii.gz,/disk/SYZ/Pelvicdata/left_hip/label/left_hip_s0543.nii.gz,The spatial location of the left hip bone within the pelvis can be displayed by 3D CT reconstruction.,1,"[-0.2598,0.4002,0.3508]"
/disk/SYZ/Pelvicdata/left_hip/source/left_hip_s0546.nii.gz,/disk/SYZ/Pelvicdata/left_hip/label/left_hip_s0546.nii.gz,"CT imaging demonstrates a well-corticated, continuous acetabular rim with normal high radiodensity in the left hip.",1,"[-0.2341,0.3132,0.3144]"
/disk/SYZ/Pelvicdata/left_hip/source/left_hip_s0548.nii.gz,/disk/SYZ/Pelvicdata/left_hip/label/left_hip_s0548.nii.gz,"Axial CT images illustrate the three-dimensional spatial interrelationships among the ilium, ischium, and pubis of the left hip bone.",1,"[-0.3449,0.359,-0.4892]"
/disk/SYZ/Pelvicdata/left_hip/source/left_hip_s0549.nii.gz,/disk/SYZ/Pelvicdata/left_hip/label/left_hip_s0549.nii.gz,"On CT sections, the left hip bone shows:Sharp cortical delineation around the obturator foramen.Preserved bone density along the foramen's periphery",1,"[-0.3066,0.3647,0.2892]"
/disk/SYZ/Pelvicdata/left_hip/source/left_hip_s0550.nii.gz,/disk/SYZ/Pelvicdata/left_hip/label/left_hip_s0550.nii.gz,"Anatomically, the left pelvic bone forms when the iliac, ischial, and pubic elements fuse, establishing the fundamental structure of the left pelvis.",1,"[-0.1739,0.3124,0.3056]"
/disk/SYZ/Pelvicdata/left_hip/source/left_hip_s0551.nii.gz,/disk/SYZ/Pelvicdata/left_hip/label/left_hip_s0551.nii.gz,"The left hemipelvis gains structural support from its sacral articulation via the sacroiliac joint, a key stabilizer of the posterior pelvic ring.",1,"[-0.1276,-0.6729,0.2797]"
/disk/SYZ/Pelvicdata/left_hip/source/left_hip_s0553.nii.gz,/disk/SYZ/Pelvicdata/left_hip/label/left_hip_s0553.nii.gz,CT axial views reveal: The left hip's horseshoe-like bony architecture.Its integral relationship with the acetabular fossa,1,"[-0.2062,-0.6875,-0.3927]"
/disk/SYZ/Pelvicdata/left_hip/source/left_hip_s0564.nii.gz,/disk/SYZ/Pelvicdata/left_hip/label/left_hip_s0564.nii.gz,"Coronal CT imaging demonstrates the left hip bone's characteristic heart-shaped configuration, created by the fusion of ilium, ischium, and pubis.",1,"[-0.2432,0.3286,0.3327]"
/disk/SYZ/Pelvicdata/left_hip/source/left_hip_s0566.nii.gz,/disk/SYZ/Pelvicdata/left_hip/label/left_hip_s0566.nii.gz,The left hemipelvis is situated inferiorly adjacent to the lumbar spine and participates in hip joint formation through its acetabular articulation with the femur.,1,"[-0.2248,0.3227,-0.4054]"
/disk/SYZ/Pelvicdata/left_hip/source/left_hip_s0571.nii.gz,/disk/SYZ/Pelvicdata/left_hip/label/left_hip_s0571.nii.gz,"Through skeletal maturation, the left ilium, ischium, and pubis unite to form the complete left hip bone, which serves as the core pelvic structure.",1,"[-0.2474,0.3267,0.0871]"
/disk/SYZ/Pelvicdata/left_hip/source/left_hip_s0574.nii.gz,/disk/SYZ/Pelvicdata/left_hip/label/left_hip_s0574.nii.gz,"The left os coxae and sacrum collectively create the acetabulum, featuring a congruent hemispherical articular surface for the femoral head.",1,"[-0.2708,0.3361,0.2758]"
/disk/SYZ/Pelvicdata/left_hip/source/left_hip_s0577.nii.gz,/disk/SYZ/Pelvicdata/left_hip/label/left_hip_s0577.nii.gz,"The left os coxae forms part of the obturator foramen, which demonstrates an oval morphology in coronal CT imaging.",1,"[-0.2673,0.3523,0.2725]"
/disk/SYZ/Pelvicdata/left_hip/source/left_hip_s0578.nii.gz,/disk/SYZ/Pelvicdata/left_hip/label/left_hip_s0578.nii.gz,"Anatomically, the left hip bone forms a stable kinematic chain connecting to the axial skeleton via the sacroiliac joint, to the right pelvis through the pubic symphysis, and to the lower limb at the acetabular-femoral articulation.",1,"[-0.2859,0.3084,0.6622]"
/disk/SYZ/Pelvicdata/left_hip/source/left_hip_s0581.nii.gz,/disk/SYZ/Pelvicdata/left_hip/label/left_hip_s0581.nii.gz,"The left hemipelvis achieves its structural stability through the maturation-related fusion of its three constituent bones: the ilium, ischium, and pubis.",1,"[-0.2261,-0.6467,0.3483]"
/disk/SYZ/Pelvicdata/left_hip/source/left_hip_s0583.nii.gz,/disk/SYZ/Pelvicdata/left_hip/label/left_hip_s0583.nii.gz,"The left iliac bone projects upward, offering an extensive area for gluteal and abdominal muscle attachments.",1,"[-0.0953,-0.6761,-0.4531]"
/disk/SYZ/Pelvicdata/left_hip/source/left_hip_s0584.nii.gz,/disk/SYZ/Pelvicdata/left_hip/label/left_hip_s0584.nii.gz,The ischial tuberosity of the left ischium is a roughened surface that serves as the primary weight-bearing structure during sitting.,1,"[-0.2357,-0.6332,0.265]"
/disk/SYZ/Pelvicdata/left_hip/source/left_hip_s0586.nii.gz,/disk/SYZ/Pelvicdata/left_hip/label/left_hip_s0586.nii.gz,"Located anteriorly, the pubis of the left hip bone contributes to the pubic symphysis, maintaining structural integrity between the two hip bones.",1,"[-0.2716,-0.2301,-0.2281]"
/disk/SYZ/Pelvicdata/left_hip/source/left_hip_s0587.nii.gz,/disk/SYZ/Pelvicdata/left_hip/label/left_hip_s0587.nii.gz,"The left hip socket forms a concave articular surface that receives the femoral head, enabling multidirectional motion at the hip joint.",1,"[-0.2655,0.3497,0.2846]"
/disk/SYZ/Pelvicdata/left_hip/source/left_hip_s0589.nii.gz,/disk/SYZ/Pelvicdata/left_hip/label/left_hip_s0589.nii.gz,The iliac crest of the left hip bone acts as a crucial landmark for the attachment of muscles such as the external oblique and tensor fasciae latae.,1,"[-0.2277,0.321,0.2931]"
/disk/SYZ/Pelvicdata/left_hip/source/left_hip_s0592.nii.gz,/disk/SYZ/Pelvicdata/left_hip/label/left_hip_s0592.nii.gz,"The left hip bone is a large, irregularly shaped bone that forms a significant part of the pelvic girdle.",1,"[-0.1716,0.3445,-0.0755]"
/disk/SYZ/Pelvicdata/left_hip/source/left_hip_s0593.nii.gz,/disk/SYZ/Pelvicdata/left_hip/label/left_hip_s0593.nii.gz,"The auricular surface of the left hip bone connects with the sacrum to form the sacroiliac joint, which plays a key role in supporting body weight transfer.",1,"[-0.1916,0.3162,0.417]"
/disk/SYZ/Pelvicdata/left_hip/source/left_hip_s0600.nii.gz,/disk/SYZ/Pelvicdata/left_hip/label/left_hip_s0600.nii.gz,"Anatomically, the left hip bone's greater sciatic notch provides the bony passageway through which the massive sciatic nerve exits the pelvis to reach the leg.",1,"[-0.2778,0.3005,-0.4335]"
/disk/SYZ/Pelvicdata/left_hip/source/left_hip_s0601.nii.gz,/disk/SYZ/Pelvicdata/left_hip/label/left_hip_s0601.nii.gz,"Extending from the pubis, the pectineal line of the left hip bone serves as an attachment site for the pectineus muscle, which helps in hip flexion.",1,"[-0.2211,0.2789,0.0175]"
/disk/SYZ/Pelvicdata/left_hip/source/left_hip_s0603.nii.gz,/disk/SYZ/Pelvicdata/left_hip/label/left_hip_s0603.nii.gz,The arcuate line of the left hip bone separates the true pelvis from the false pelvis and is an essential anatomical reference in obstetrics.,1,"[-0.2467,-0.6858,-0.2822]"
/disk/SYZ/Pelvicdata/left_hip/source/left_hip_s0607.nii.gz,/disk/SYZ/Pelvicdata/left_hip/label/left_hip_s0607.nii.gz,"The left ischial spine extends medially, providing attachment for the sacrospinous ligament which contributes to pelvic stability.",1,"[-0.2259,0.2675,-0.45]"
/disk/SYZ/Pelvicdata/left_hip/source/left_hip_s0612.nii.gz,/disk/SYZ/Pelvicdata/left_hip/label/left_hip_s0612.nii.gz,"The obturator membrane encloses the left obturator foramen, a large opening that allows the passage of obturator nerves and vessels.",1,"[-0.2006,0.2891,0.274]"
/disk/SYZ/Pelvicdata/left_hip/source/left_hip_s0613.nii.gz,/disk/SYZ/Pelvicdata/left_hip/label/left_hip_s0613.nii.gz,"Anatomically, the left hip bone's iliopectineal prominence forms at the ilium-pubis union, reinforcing pelvic stability.",1,"[-0.2331,0.3236,0.263]"
/disk/SYZ/Pelvicdata/left_hip/source/left_hip_s0616.nii.gz,/disk/SYZ/Pelvicdata/left_hip/label/left_hip_s0616.nii.gz,"The left iliac fossa presents a smooth concavity that accommodates the iliacus muscle, a primary flexor of the hip joint.",1,"[-0.2468,0.5804,-0.4025]"
/disk/SYZ/Pelvicdata/left_hip/source/left_hip_s0617.nii.gz,/disk/SYZ/Pelvicdata/left_hip/label/left_hip_s0617.nii.gz,The left hip bone demonstrates a pubic tubercle - a slight elevation on the pubic crest - which provides attachment for the inguinal ligament.,1,"[-0.2355,0.2793,0.2774]"
/disk/SYZ/Pelvicdata/left_hip/source/left_hip_s0620.nii.gz,/disk/SYZ/Pelvicdata/left_hip/label/left_hip_s0620.nii.gz,The left ilium's sacropelvic articulation surface connects with the sacrum and bears the load of the axial skeleton.,1,"[-0.2341,-0.7273,0.2959]"
/disk/SYZ/Pelvicdata/left_hip/source/left_hip_s0621.nii.gz,/disk/SYZ/Pelvicdata/left_hip/label/left_hip_s0621.nii.gz,"The left hip's acetabular notch creates an inferior opening in the bony socket, serving as a conduit for blood vessels.",1,"[-0.2939,0.3615,0.2484]"
/disk/SYZ/Pelvicdata/left_hip/source/left_hip_s0623.nii.gz,/disk/SYZ/Pelvicdata/left_hip/label/left_hip_s0623.nii.gz,"Extending laterally from the pubis, the left superior pubic ramus helps stabilize the pelvic ring.",1,"[-0.2864,0.2748,0.6083]"
/disk/SYZ/Pelvicdata/left_hip/source/left_hip_s0626.nii.gz,/disk/SYZ/Pelvicdata/left_hip/label/left_hip_s0626.nii.gz,The left hemipelvis's inferior pubic ramus serves dual roles: completing the obturator foramen anteriorly and supporting pelvic floor musculature.,1,"[-0.237,-0.6599,-0.3447]"
/disk/SYZ/Pelvicdata/left_hip/source/left_hip_s0628.nii.gz,/disk/SYZ/Pelvicdata/left_hip/label/left_hip_s0628.nii.gz,"Anatomically, the left hip bone forms an essential part of the pelvic girdle, functioning as an anchor point for various muscles and ligaments.",1,"[-0.1892,0.335,-0.1787]"
/disk/SYZ/Pelvicdata/left_hip/source/left_hip_s0629.nii.gz,/disk/SYZ/Pelvicdata/left_hip/label/left_hip_s0629.nii.gz,"The left hemipelvis is a consolidated structure derived from the ilium, pubis, and ischium, ensuring mechanical strength.",1,"[-0.3264,0.2841,0.2738]"
